 ,Label,Area,Mean,Min,Max
1,,1106349.000,255,255,255
2,,106.000,255,255,255
3,,1302.000,255,255,255
4,,134.000,255,255,255
5,,109.000,255,255,255
6,,105.000,255,255,255
7,,108.000,255,255,255
8,,139.000,255,255,255
9,,125.000,255,255,255
10,,301.000,255,255,255
11,,397.000,255,255,255
12,Mean,100834.091,255,255,255
13,SD,333491.754,0,0,0
14,Min,105.000,255,255,255
15,Max,1106349.000,255,255,255
