 ,Label,Area,Mean,Min,Max
1,,3241573.252,255,255,255
2,,210.877,255,255,255
3,,102.664,255,255,255
4,,180.355,255,255,255
5,,624.306,255,255,255
6,,313.541,255,255,255
7,,163.707,255,255,255
8,,135.960,255,255,255
9,,197.003,255,255,255
10,Mean,360389.074,255,255,255
11,SD,1080444.078,0,0,0
12,Min,102.664,255,255,255
13,Max,3241573.252,255,255,255
