 ,Label,Area,Mean,Min,Max
1,,208244.887,255,255,255
2,,682.602,255,255,255
3,,179.699,255,255,255
4,,110.681,255,255,255
5,,148.767,255,255,255
6,,123.727,255,255,255
7,,584.968,255,255,255
8,,1148.262,255,255,255
9,Mean,26402.949,255,255,255
10,SD,73476.153,0,0,0
11,Min,110.681,255,255,255
12,Max,208244.887,255,255,255
