672.79272	3876
676.3017	3813
679.80933	3679
683.31555	3633
686.81848	3564
690.32202	3483
693.82422	3344
697.32507	3227
700.82458	3204
704.32068	3146
707.8175	3118
711.31293	3004
714.80701	2938
718.29974	2924
721.78912	2958
725.27917	2823
728.76788	2862
732.25519	2817
735.7392	2819
739.22388	2845
742.70715	2730
746.18713	2747
749.66772	2747
753.14703	2644
756.62299	2711
760.09955	2699
763.57483	2731
767.04675	2694
770.51935	2703
773.9906	2791
777.4585	2800
780.92706	2792
784.39435	2736
787.85822	2718
791.32281	2802
794.78406	2787
798.24597	2836
801.70459	2862
805.16382	2857
808.6217	2795
812.07635	2875
815.53156	2889
818.98352	2837
822.43616	2890
825.88544	2843
829.33539	2764
832.78204	2858
836.22937	2776
839.67334	2700
843.11804	2725
846.55939	2651
849.99945	2630
853.44012	2602
856.87756	2620
860.31561	2671
863.75043	2548
867.18585	2610
870.61798	2623
874.04883	2639
877.48029	2594
880.90851	2633
884.33539	2633
887.76294	2703
891.18726	2641
894.61218	2642
898.03381	2612
901.45416	2647
904.87323	2610
908.29291	2669
911.70935	2735
915.12445	2762
918.54022	2760
921.95276	2861
925.36395	3083
928.77386	3343
932.18445	4162
935.59174	5020
938.99774	6065
942.40247	7179
945.8078	7161
949.20996	7200
952.61078	6962
956.01031	7048
959.40851	7001
962.80542	7155
966.203	7196
969.59735	7133
972.99042	7143
976.3822	7159
979.77264	7056
983.16187	7008
986.54974	6675
989.93634	5896
993.32361	4828
996.70764	4084
1000.0903	3735
1003.4718	3337
1006.852	3136
1010.2309	2892
1013.6085	2731
1016.9848	2643
1020.3598	2490
1023.7336	2361
1027.1061	2134
1030.4773	2104
1033.8472	1954
1037.2158	1920
1040.5831	1848
1043.9492	1773
1047.3141	1771
1050.6776	1714
1054.0399	1699
1057.4009	1693
1060.7587	1658
1064.1171	1660
1067.4742	1648
1070.8302	1665
1074.1848	1602
1077.5381	1634
1080.8903	1574
1084.2411	1581
1087.5886	1570
1090.937	1589
1094.2839	1575
1097.6298	1499
1100.9742	1537
1104.3175	1606
1107.6575	1554
1110.9982	1507
1114.3376	1512
1117.6758	1561
1121.0109	1555
1124.3466	1506
1127.6809	1531
1131.014	1531
1134.344	1494
1137.6747	1486
1141.004	1531
1144.3302	1495
1147.6571	1503
1150.9827	1492
1154.3052	1453
1157.6283	1415
1160.9501	1398
1164.2688	1498
1167.5881	1507
1170.9063	1464
1174.2212	1418
1177.5369	1418
1180.8494	1369
1184.1625	1455
1187.4742	1417
1190.7831	1418
1194.0924	1407
1197.3987	1391
1200.7056	1376
1204.0093	1403
1207.3137	1384
1210.615	1404
1213.9169	1394
1217.2157	1402
1220.5151	1383
1223.8115	1344
1227.1084	1365
1230.4023	1338
1233.6968	1299
1236.9882	1310
1240.2783	1303
1243.5691	1321
1246.8568	1355
1250.1451	1349
1253.4303	1348
1256.7144	1304
1259.999	1334
1263.2805	1308
1266.5626	1339
1269.8418	1337
1273.1196	1331
1276.3981	1318
1279.6735	1347
1282.9476	1267
1286.2206	1274
1289.4941	1310
1292.7646	1318
1296.0339	1291
1299.304	1240
1302.5707	1234
1305.8363	1293
1309.1007	1297
1312.3658	1233
1315.6278	1337
1318.8885	1294
1322.1481	1365
1325.4064	1332
1328.6653	1392
1331.9211	1401
1335.1759	1543
1338.4293	1677
1341.6815	1822
1344.9326	1832
1348.1824	1748
1351.4329	1688
1354.6803	1530
1357.9264	1463
1361.1714	1425
1364.4152	1322
1367.6577	1259
1370.8992	1303
1374.1393	1244
1377.3783	1292
1380.616	1282
1383.8525	1296
1387.0879	1265
1390.322	1268
1393.5549	1271
1396.7866	1218
1400.0172	1223
1403.2466	1217
1406.4747	1174
1409.7017	1263
1412.9274	1153
1416.1519	1160
1419.3752	1163
1422.5974	1173
1425.8184	1122
1429.0381	1139
1432.2549	1159
1435.4723	1215
1438.6885	1123
1441.9034	1152
1445.1172	1210
1448.3298	1171
1451.5394	1207
1454.7496	1167
1457.9587	1137
1461.1666	1076
1464.3733	1138
1467.5769	1176
1470.7813	1081
1473.9844	1099
1477.1863	1130
1480.3851	1083
1483.5847	1121
1486.7831	1121
1489.9803	1093
1493.1746	1117
1496.3694	1066
1499.563	1126
1502.7537	1114
1505.9449	1131
1509.1351	1148
1512.3223	1136
1515.51	1084
1518.6967	1109
1521.8802	1150
1525.0645	1142
1528.2457	1115
1531.4276	1082
1534.6084	1139
1537.7861	1112
1540.9645	1123
1544.1399	1196
1547.3159	1173
1550.489	1268
1553.6627	1253
1556.8335	1293
1560.0049	1400
1563.1732	1469
1566.3423	1642
1569.5083	1933
1572.675	2314
1575.8387	2965
1579.0032	3751
1582.1646	4671
1585.3248	5790
1588.4857	6186
1591.6437	5326
1594.8022	3761
1597.9579	2693
1601.1124	2127
1604.2675	1710
1607.4197	1483
1610.5706	1375
1613.7223	1275
1616.871	1288
1620.0184	1230
1623.1666	1217
1626.3119	1226
1629.4559	1150
1632.6006	1110
1635.7424	1065
1638.8831	1063
1642.0225	999
1645.1626	976
1648.2998	982
1651.4358	1002
1654.5707	1000
1657.7043	975
1660.8387	946
1663.9702	919
1667.1005	943
1670.2296	937
1673.3577	959
1676.4845	922
1679.6119	901
1682.7366	982
1685.86	912
1688.9823	874
1692.1035	956
1695.2235	875
1698.3424	915
1701.4601	859
1704.5767	844
1707.6921	902
1710.8065	941
1713.9197	873
1717.0317	865
1720.1427	848
1723.2524	873
1726.3612	889
1729.4688	839
1732.5751	856
1735.6804	847
1738.7845	854
1741.8876	853
1744.9894	892
1748.0902	835
1751.1898	888
1754.2883	858
1757.3856	883
1760.4801	887
1763.5753	862
1766.6693	798
1769.7621	813
1772.8539	834
1775.9445	858
1779.0322	887
1782.1206	850
1785.2079	894
1788.2941	887
1791.379	834
1794.4612	860
1797.5439	849
1800.6256	815
1803.7045	830
1806.7839	891
1809.8622	841
1812.9395	792
1816.0138	854
1819.0887	848
1822.1626	834
1825.2335	887
1828.3052	825
1831.3757	834
1834.4434	793
1837.5117	810
1840.5771	813
1843.6432	811
1846.7083	874
1849.7703	817
1852.8331	853
1855.8929	830
1858.9535	867
1862.0112	861
1865.0696	874
1868.125	820
1871.1812	845
1874.2345	840
1877.2885	869
1880.3395	845
1883.3912	809
1886.4401	828
1889.4896	815
1892.5363	819
1895.5836	775
1898.6281	775
1901.6715	776
1904.7155	729
1907.7567	817
1910.7985	782
1913.8375	751
1916.8755	775
1919.9139	770
1922.9497	758
1925.9844	775
1929.0197	790
1932.052	758
1935.0834	757
1938.1136	790
1941.1447	765
1944.1727	777
1947.1997	767
1950.2256	794
1953.2522	759
1956.2759	753
1959.2986	790
1962.3201	762
1965.3406	783
1968.3617	786
1971.38	809
1974.3973	821
1977.4135	775
1980.4285	806
1983.4425	812
1986.4554	798
1989.469	808
1992.4797	766
1995.4894	808
1998.498	806
2001.5055	781
2004.512	800
2007.5173	774
2010.5216	783
2013.5248	723
2016.527	745
2019.5281	762
2022.528	757
2025.527	745
2028.5248	741
2031.5215	719
2034.5172	740
2037.5118	722
2040.5055	693
2043.4979	697
2046.4894	761
2049.478	706
2052.4673	673
2055.4556	736
2058.4426	688
2061.4287	669
2064.4138	695
2067.3977	752
2070.3789	737
2073.3608	667
2076.3416	696
2079.3213	703
2082.2998	715
2085.2759	699
2088.2522	693
2091.2278	671
2094.2004	657
2097.1738	690
2100.146	680
2103.1172	699
2106.0857	678
2109.0549	658
2112.0229	692
2114.9883	662
2117.9541	658
2120.9192	693
2123.8813	675
2126.844	653
2129.804	711
2132.7646	683
2135.7244	691
2138.6812	675
2141.6387	681
2144.5935	648
2147.5491	675
2150.5017	646
2153.4551	638
2156.4055	676
2159.3569	608
2162.3054	656
2165.2544	674
2168.2009	638
2171.1479	632
2174.0923	648
2177.0374	649
2179.9795	634
2182.9224	632
2185.8625	641
2188.8015	647
2191.7415	636
2194.6785	596
2197.6145	668
2200.551	649
2203.4849	659
2206.418	641
2209.3513	596
2212.2822	651
2215.2119	645
2218.1423	618
2221.0701	676
2223.9968	621
2226.9224	659
2229.8486	654
2232.7722	681
2235.6948	644
2238.6162	652
2241.5366	626
2244.4578	664
2247.3762	670
2250.2937	652
2253.21	645
2256.1252	659
2259.0396	628
2261.9546	624
