 ,Label,Area,Mean,Min,Max
1,,50453.403,255,255,255
2,,15.454,255,255,255
3,,127.552,255,255,255
4,,166.824,255,255,255
5,,34.830,255,255,255
6,Mean,10159.612,255,255,255
7,SD,22525.001,0,0,0
8,Min,15.454,255,255,255
9,Max,50453.403,255,255,255
